timestamp,index,label_code
619126326,0,1
619124188,4,1
618688141,3,0
620476010,5,3
619939867,3,1
618690889,4,0
620467859,3,3
619150149,1,1
619573419,7,0
619949182,5,1
620079187,7,2
620481269,0,3
620467508,4,3
618698486,5,0
618700815,1,0
619960139,5,1
619951473,1,1
618723960,7,0
619972318,7,1
619990720,7,1
620481386,2,3
619943685,7,1
619972929,1,1
619115828,1,1
620104499,6,2
619115331,4,1
620465753,5,3
620120572,4,2
620093083,3,2
619131289,1,1
619985375,0,1
618686270,3,0
620084456,3,2
619577886,2,0
620088311,3,2
618729781,2,0
619142208,3,1
619947388,2,1
620479364,5,3
620123625,6,2
618698715,2,0
619154882,4,1
619129571,0,1
619554177,6,0
620697981,3,3
619151371,4,1
619590637,0,0
619132282,3,1
620467274,0,3
620093274,3,2
619307598,2,2
618731155,3,0
620111409,0,2
619990033,5,1
620435298,6,3
620098734,0,2
619600411,3,0
619935477,3,1
619954910,6,1
620445480,7,3
620125343,0,2
619584529,6,0
619554215,5,0
620106484,2,2
619130831,6,1
618687950,5,0
620701379,2,3
620668241,0,3
618710664,5,0
620072773,5,2
619304963,5,2
619554635,6,0
619321762,3,2
619945289,6,1
619150149,0,1
620111103,0,2
619123120,0,1
619319395,0,2
620469029,4,3
619947960,2,1
619976747,2,1
619574030,7,0
620680076,3,3
620696913,6,3
619138657,0,1
620709778,5,3
619291105,7,2
619134419,0,1
620071208,6,2
618715135,2,0
619129915,0,1
618686614,4,0
619937958,7,1
619125181,5,1
620105224,0,2
620097588,5,2
618720620,0,0
620485558,7,3
620434153,6,3
619274956,0,2
619325274,0,2
620077812,5,2
619152095,0,1
620455731,1,3
619545625,1,0
618692340,4,0
618694936,7,0
619114071,2,1
619137435,6,1
619955444,3,1
618705128,3,0
619961132,6,1
619276369,6,2
620089075,6,2
620074988,5,2
619321418,1,2
619273046,5,2
619125448,4,1
620691758,3,3
619145033,2,1
620470160,5,3
620701837,0,3
619932384,0,1
619953535,4,1
618723299,0,0
619120752,7,1
620480879,1,3
620680000,6,3
619570861,5,0
619975907,1,1
619985146,5,1
618719490,7,0
620453202,1,3
619299007,7,2
619325923,0,2
618708183,5,0
620438538,1,3
619279537,1,2
620692484,5,3
619309698,5,2
618718866,6,0
619152325,6,1
620686375,0,3
619933988,0,1
620464466,4,3
619147820,3,1
619939294,6,1
620091594,0,2
620707106,6,3
619126823,2,1
620431709,0,3
618681537,2,0
619945594,0,1
620702219,5,3
620673547,7,3
620474294,6,3
620104880,1,2
619304543,2,2
620712489,1,3
620094649,6,2
620478311,2,3
619963346,4,1
619313897,0,2
618718320,3,0
620699356,5,3
619158395,5,1
620705311,7,3
619286562,4,2
619294694,6,2
619585712,6,0
619124990,5,1
620105110,6,2
620119999,4,2
619960139,2,1
620455887,3,3
619545702,7,0
619325122,3,2
620462204,6,3
620435528,7,3
620433695,7,3
619307521,4,2
619283699,6,2
619553146,3,0
619316302,1,2
620698515,7,3
620122633,7,2
620118777,4,2
618707534,4,0
619276369,5,2
619133198,2,1
620483374,2,3
620457642,2,3
618679131,6,0
618724926,6,0
620476556,5,3
620453358,6,3
620073499,3,2
619147132,6,1
618710053,1,0
619317562,2,2
619275681,7,2
620693208,0,3
620094343,2,2
620124083,7,2
618708755,2,0
619584949,6,0
619301070,2,2
619128655,3,1
619568723,3,0
619292556,6,2
619273582,1,2
619136749,1,1
619284081,5,2
619932652,6,1
619987857,5,1
619565707,5,0
619544862,7,0
620682329,1,3
618687683,3,0
620676105,7,3
619128464,2,1
619113690,4,1
619123578,2,1
620110569,1,2
619136672,1,1
620126183,5,2
619956054,0,1
619601022,7,0
618727261,4,0
619557842,6,0
620101215,6,2
620115264,1,2
620114042,0,2
620692254,6,3
620091366,4,2
620096749,5,2
620433007,2,3
619545472,3,0
619947541,1,1
618679017,3,0
619321265,0,2
620102208,2,2
619281980,4,2
620488132,4,3
619299504,1,2
619565822,2,0
620464388,4,3
619941738,5,1
619299351,5,2
620101826,1,2
620656215,6,3
619283507,5,2
619983008,5,1
619562461,7,0
620120953,5,2
619938836,0,1
620470901,4,3
618703373,6,0
619947083,1,1
618718008,6,0
619319739,5,2
619137894,4,1
619272245,4,2
619586934,6,0
619304925,1,2
618701425,0,0
620476244,1,3
619971631,0,1
619589454,3,0
619947770,5,1
620714665,4,3
619126288,2,1
620698249,2,3
619962201,4,1
619145987,0,1
618682873,1,0
619140452,0,1
620452032,3,3
618708335,4,0
618717463,1,0
619548183,6,0
619301375,5,2
619578191,0,0
619153126,1,1
619128273,3,1
619156333,7,1
618731959,0,0
619551466,5,0
618728750,6,0
620096481,2,2
618692111,4,0
618700204,7,0
619962544,7,1
620709969,5,3
620122748,0,2
619163778,7,1
620122136,4,2
619979801,4,1
619126975,0,1
619304391,1,2
620069222,1,2
619123234,6,1
619564905,4,0
620441541,7,3
619545702,3,0
620093656,4,2
619301298,0,2
619282667,7,2
619953153,4,1
618684285,0,0
620708518,3,3
619934904,1,1
620673929,1,3
619959453,1,1
620713329,4,3
620685000,1,3
619127166,5,1
619304543,1,2
620085944,6,2
619946968,0,1
618684744,1,0
619112239,3,1
620690117,1,3
619272818,5,2
618688179,6,0
620667859,1,3
619582200,3,0
620447157,1,3
619945479,3,1
620450667,6,3
618731535,4,0
619986062,5,1
620115188,1,2
620685497,7,3
619129647,1,1
619954489,1,1
619957085,6,1
619547038,2,0
620705922,7,3
618724037,2,0
619555361,0,0
619552268,6,0
619562500,6,0
620107782,7,2
619580291,3,0
620439552,2,3
620479598,1,3
620480492,7,3
619559904,3,0
618724419,3,0
620480568,2,3
618729819,1,0
619123882,0,1
619125066,1,1
620471798,3,3
620451291,4,3
620094687,3,2
619303627,4,2
619159197,7,1
619964988,4,1
619308400,0,2
619121439,2,1
619593616,0,0
620112401,6,2
619978236,6,1
619951053,6,1
620115875,6,2
618711733,5,0
620669004,5,3
620459397,7,3
618709251,3,0
618726676,0,0
619581551,3,0
620109729,1,2
619583537,6,0
620434000,0,3
620432091,2,3
618685164,3,0
620100910,7,2
619162289,7,1
619307407,4,2
619959376,0,1
620439591,5,3
618688904,5,0
618712997,6,0
620128474,6,2
619292021,4,2
620075712,0,2
619570250,3,0
618719568,6,0
619583383,1,0
618719997,1,0
619601976,2,0
618718944,1,0
620085219,5,2
618700433,0,0
